# Reference library (divisor): wt
# Comparison library (numerator): mut
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1 raw countings	mut_R2 raw countings	wt_R1 raw countings	wt_R2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_003901.1	Protein Homology	CDS	54793	54951	.	-	0	ID=cds-WP_080503006.1;Parent=gene-MM_RS17635;Dbxref=GenBank:WP_080503006.1,GeneID:31474367;Name=WP_080503006.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:TIGR04213.1;locus_tag=MM_RS17635;product=hypothetical protein;protein_id=WP_080503006.1;transl_table=11	18.0	24.5	6.0	22.0	16.0896038926166	-0.0677216539476799	0.320272630707699	-0.211450019310226	0.832536129203983	NA
sense	NC_003901.1	Protein Homology	CDS	55009	57564	.	-	0	ID=cds-WP_226987656.1;Parent=gene-MM_RS00230;Dbxref=GenBank:WP_226987656.1,GeneID:1478385;Name=WP_226987656.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031997.1;locus_tag=MM_RS00230;product=NosD domain-containing protein;protein_id=WP_226987656.1;transl_table=11	146.72222222222223	212.72222222222226	79.0	132.16666666666666	134.001633185209	-0.0291208584539922	0.223058865344946	-0.130552347287156	0.896129441334109	0.952834047534109
sense	NC_003901.1	Protein Homology	CDS	58247	59089	.	+	0	ID=cds-WP_011031998.1;Parent=gene-MM_RS00240;Dbxref=GenBank:WP_011031998.1,GeneID:1478386;Name=WP_011031998.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031998.1;locus_tag=MM_RS00240;product=tetratricopeptide repeat protein;protein_id=WP_011031998.1;transl_table=11	28.586956521739133	44.5	11.0	18.0	22.7221790871751	0.297540945875806	0.317000066137642	0.938614775388133	0.347928563950672	NA
sense	NC_003901.1	Protein Homology	CDS	59399	60481	.	+	0	ID=cds-WP_011031999.1;Parent=gene-MM_RS00245;Dbxref=GenBank:WP_011031999.1,GeneID:1478387;Name=WP_011031999.1;Ontology_term=GO:0005515;gbkey=CDS;go_function=protein binding|0005515||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031999.1;locus_tag=MM_RS00245;product=ankyrin repeat domain-containing protein;protein_id=WP_011031999.1;transl_table=11	182.16666666666666	285.66666666666663	93.5	140.25	161.721448158148	0.152254189100301	0.215191350591951	0.707529316031886	0.479237601168201	0.718392832619492
sense	NC_003901.1	Protein Homology	CDS	60576	61070	.	+	0	ID=cds-WP_015410822.1;Parent=gene-MM_RS00250;Dbxref=GenBank:WP_015410822.1,GeneID:1478388;Name=WP_015410822.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410822.1;locus_tag=MM_RS00250;product=hypothetical protein;protein_id=WP_015410822.1;transl_table=11	350.33333333333337	491.50000000000006	154.0	294.5	297.06967441295	0.113108839062435	0.188660603353498	0.599536082530702	0.548815455951854	0.774469189539825
sense	NC_003901.1	Protein Homology	CDS	61663	63072	.	-	0	ID=cds-WP_226987657.1;Parent=gene-MM_RS00255;Dbxref=GenBank:WP_226987657.1,GeneID:1478389;Name=WP_226987657.1;Ontology_term=GO:0008483,GO:0030170;gbkey=CDS;go_function=transaminase activity|0008483||IEA,pyridoxal phosphate binding|0030170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032001.1;locus_tag=MM_RS00255;product=aminotransferase class III-fold pyridoxal phosphate-dependent enzyme;protein_id=WP_226987657.1;transl_table=11	202.00757575757578	267.20000000000005	140.0	127.0	178.674100573201	-0.052585369915663	0.231646245079906	-0.227007219122088	0.820418128655771	0.922613346229139
sense	NC_003901.1	Protein Homology	CDS	63093	64571	.	-	0	ID=cds-WP_011032002.1;Parent=gene-MM_RS00260;Dbxref=GenBank:WP_011032002.1,GeneID:1478390;Name=WP_011032002.1;Ontology_term=GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410824.1;locus_tag=MM_RS00260;product=aldehyde dehydrogenase family protein;protein_id=WP_011032002.1;transl_table=11	443.82619047619045	663.1277777777777	255.025	282.64444444444445	384.116967991252	0.160517708705335	0.192814503718765	0.83249810366684	0.405127848120682	0.662749946250323
sense	NC_003901.1	Protein Homology	CDS	65089	65484	.	-	0	ID=cds-WP_011032003.1;Parent=gene-MM_RS00265;Dbxref=GenBank:WP_011032003.1,GeneID:1478391;Name=WP_011032003.1;Ontology_term=GO:0000160;gbkey=CDS;go_process=phosphorelay signal transduction system|0000160||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032003.1;locus_tag=MM_RS00265;product=response regulator;protein_id=WP_011032003.1;transl_table=11	153.33333333333331	216.66666666666669	98.2	131.4	143.581177376057	-0.117855935557931	0.220645191983365	-0.534142323694126	0.59324306951309	0.804705415506997
sense	NC_003901.1	Protein Homology	CDS	66148	68049	.	-	0	ID=cds-WP_011032004.1;Parent=gene-MM_RS00270;Dbxref=GenBank:WP_011032004.1,GeneID:1478392;Name=WP_011032004.1;gbkey=CDS;gene=gatE;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410826.1;locus_tag=MM_RS00270;product=Glu-tRNA(Gln) amidotransferase subunit GatE;protein_id=WP_011032004.1;transl_table=11	837.3428571428573	1146.2277777777779	523.0694444444443	754.5595238095239	783.532306385059	-0.17352939198484	0.155694383455184	-1.11455139314508	0.265042709510207	0.521298482101605
sense	NC_003901.1	Protein Homology	CDS	68755	69171	.	+	0	ID=cds-WP_011032005.1;Parent=gene-MM_RS00275;Dbxref=GenBank:WP_011032005.1,GeneID:1478393;Name=WP_011032005.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF019932.5;locus_tag=MM_RS00275;product=nuclear transport factor 2 family protein;protein_id=WP_011032005.1;transl_table=11	24.0	26.0	33.0	41.2	33.9625147314921	-0.899456796126231	0.305062935844806	-2.94843027598675	0.00319392178107668	NA
sense	NC_003901.1	Protein Homology	CDS	69361	70605	.	-	0	ID=cds-WP_011032006.1;Parent=gene-MM_RS00280;Dbxref=GenBank:WP_011032006.1,GeneID:1478394;Name=WP_011032006.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032006.1;locus_tag=MM_RS00280;product=IS110-like element ISMma5 family transposase;protein_id=WP_011032006.1;transl_table=11	123.33145743145732	155.94642857142813	36.87976190476193	89.0222739820565	90.7670794534028	0.314456488186495	0.254564900385826	1.23527040731026	0.216729883385255	0.472776030665899
sense	NC_003901.1	Protein Homology	CDS	71412	71882	.	+	0	ID=cds-WP_015410829.1;Parent=gene-MM_RS00285;Dbxref=GenBank:WP_015410829.1,GeneID:1478396;Name=WP_015410829.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410829.1;locus_tag=MM_RS00285;product=universal stress protein;protein_id=WP_015410829.1;transl_table=11	240.58333333333331	289.75	82.0	97.62878787878788	159.062287891083	0.632464605029347	0.221749710349063	2.85215527016367	0.00434238839578066	0.0327029094987937
sense	NC_003901.1	Protein Homology	CDS	72307	73809	.	-	0	ID=cds-WP_011032009.1;Parent=gene-MM_RS00290;Dbxref=GenBank:WP_011032009.1,GeneID:1478397;Name=WP_011032009.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032009.1;locus_tag=MM_RS00290;product=4Fe-4S dicluster domain-containing protein;protein_id=WP_011032009.1;transl_table=11	154.45	231.00000000000003	50.0	103.66666666666667	118.962663312794	0.44966382069052	0.236174129261455	1.90395036957127	0.0569166482066475	0.201285518657815
sense	NC_003901.1	Protein Homology	CDS	73806	76187	.	-	0	ID=cds-WP_011032010.1;Parent=gene-MM_RS00295;Dbxref=GenBank:WP_011032010.1,GeneID:1478398;Name=WP_011032010.1;gbkey=CDS;gene=hdrA2;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032010.1;locus_tag=MM_RS00295;product=CoB-CoM heterodisulfide reductase HdrA2;protein_id=WP_011032010.1;transl_table=11	196.0909090909091	295.1612044817927	92.64285714285714	111.33333333333333	158.122214137901	0.361713479756733	0.221343862401413	1.63416991025826	0.102223178733154	0.302862656242686
sense	NC_003901.1	Protein Homology	CDS	77008	77289	.	+	0	ID=cds-WP_011032011.1;Parent=gene-MM_RS00300;Dbxref=GenBank:WP_011032011.1,GeneID:1478399;Name=WP_011032011.1;Ontology_term=GO:0016730;gbkey=CDS;go_function=oxidoreductase activity%2C acting on iron-sulfur proteins as donors|0016730||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011022822.1;locus_tag=MM_RS00300;product=ferredoxin-thioredoxin reductase catalytic domain-containing protein;protein_id=WP_011032011.1;transl_table=11	277.0	357.14285714285717	173.5	259.5909090909091	258.775805045067	-0.235772805838417	0.189241817786813	-1.24588110913214	0.212808046380561	0.467952337994169
sense	NC_003901.1	Protein Homology	CDS	77762	78226	.	+	0	ID=cds-WP_011032012.1;Parent=gene-MM_RS00305;Dbxref=GenBank:WP_011032012.1,GeneID:1478400;Name=WP_011032012.1;Ontology_term=GO:0051536;gbkey=CDS;go_function=iron-sulfur cluster binding|0051536||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011307857.1;locus_tag=MM_RS00305;product=(Fe-S)-binding protein;protein_id=WP_011032012.1;transl_table=11	253.0	328.5	113.5	167.0	199.350322075774	0.211186262073479	0.202155529324608	1.04467220253159	0.296174496450744	0.557268130215088
sense	NC_003901.1	Protein Homology	CDS	78236	79480	.	+	0	ID=cds-WP_011032013.1;Parent=gene-MM_RS00310;Dbxref=GenBank:WP_011032013.1,GeneID:1478401;Name=WP_011032013.1;Ontology_term=GO:0015948,GO:0018493;gbkey=CDS;go_function=formylmethanofuran dehydrogenase activity|0018493||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410834.1;locus_tag=MM_RS00310;product=formylmethanofuran dehydrogenase subunit B;protein_id=WP_011032013.1;transl_table=11	782.2088235294118	974.4754901960785	285.3333333333333	481.23333333333335	572.441393972324	0.379645103727478	0.164314986950871	2.31047155693102	0.0208620614690678	0.10261592671841
sense	NC_003901.1	Protein Homology	CDS	79480	79878	.	+	0	ID=cds-WP_011032014.1;Parent=gene-MM_RS00315;Dbxref=GenBank:WP_011032014.1,GeneID:1478402;Name=WP_011032014.1;Ontology_term=GO:0016491,GO:0043546;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA,molybdopterin cofactor binding|0043546||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032014.1;locus_tag=MM_RS00315;product=molybdopterin dinucleotide binding domain-containing protein;protein_id=WP_011032014.1;transl_table=11	216.75	300.8333333333333	158.5	245.0	226.110401010654	-0.401343424630716	0.194826536839431	-2.06000389444632	0.0393981685144906	0.158191265016055
sense	NC_003901.1	Protein Homology	CDS	80012	80296	.	+	0	ID=cds-WP_011032015.1;Parent=gene-MM_RS00320;Dbxref=GenBank:WP_011032015.1,GeneID:1478403;Name=WP_011032015.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410835.1;locus_tag=MM_RS00320;product=hypothetical protein;protein_id=WP_011032015.1;transl_table=11	167.16111111111113	218.33333333333334	136.33333333333331	178.0	175.006888050353	-0.46564336977757	0.210882927241186	-2.20806575415664	0.0272396898293663	0.122768648579795
sense	NC_003901.1	Protein Homology	CDS	80558	81223	.	-	0	ID=cds-WP_011032016.1;Parent=gene-MM_RS00325;Dbxref=GenBank:WP_011032016.1,GeneID:1478404;Name=WP_011032016.1;Ontology_term=GO:0008168,GO:1904047;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032016.1;locus_tag=MM_RS00325;product=class I SAM-dependent methyltransferase;protein_id=WP_011032016.1;transl_table=11	563.075	571.7833333333333	221.65833333333333	257.83333333333337	374.908200845059	0.377099917416333	0.199357226236171	1.89157887344198	0.0585471129382546	0.204563049653253
sense	NC_003901.1	Protein Homology	CDS	81389	82753	.	-	0	ID=cds-WP_011032017.1;Parent=gene-MM_RS00330;Dbxref=GenBank:WP_011032017.1,GeneID:1478405;Name=WP_011032017.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032017.1;locus_tag=MM_RS00330;product=NosD domain-containing protein;protein_id=WP_011032017.1;transl_table=11	469.5833333333333	612.8333333333333	223.7166666666667	350.44444444444446	386.525848136424	0.103839256733925	0.173592692100108	0.598177581542678	0.549721448428018	0.775371300621178
sense	NC_003901.1	Protein Homology	CDS	83342	85348	.	-	0	ID=cds-WP_011032018.1;Parent=gene-MM_RS00335;Dbxref=GenBank:WP_011032018.1,GeneID:1478406;Name=WP_011032018.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032018.1;locus_tag=MM_RS00335;product=right-handed parallel beta-helix repeat-containing protein;protein_id=WP_011032018.1;transl_table=11	291.42424242424244	373.33333333333337	112.16666666666666	172.33333333333334	215.342870150328	0.376362173250935	0.198607162027381	1.89500806219188	0.0580913335785129	0.204197710656272
sense	NC_003901.1	Protein Homology	CDS	85907	89065	.	-	0	ID=cds-WP_011032020.1;Parent=gene-MM_RS00340;Dbxref=GenBank:WP_011032020.1,GeneID:1478408;Name=WP_011032020.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032020.1;locus_tag=MM_RS00340;product=NosD domain-containing protein;protein_id=WP_011032020.1;transl_table=11	716.7333333333333	820.0666666666667	568.6999999999999	738.75	719.796727866706	-0.540352686920718	0.169266656767582	-3.19231617874198	0.00141136746784165	0.0137610975014617
sense	NC_003901.1	Protein Homology	CDS	89713	91257	.	-	0	ID=cds-WP_011032021.1;Parent=gene-MM_RS00345;Dbxref=GenBank:WP_011032021.1,GeneID:1478409;Name=WP_011032021.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032021.1;locus_tag=MM_RS00345;product=histone deacetylase family protein;protein_id=WP_011032021.1;transl_table=11	97.76666666666668	132.03333333333333	40.5	80.50000000000001	80.6040474380857	0.118482947717613	0.256047575197654	0.462738019003505	0.643552163195095	0.832852443390219
sense	NC_003901.1	Protein Homology	CDS	91254	92966	.	-	0	ID=cds-WP_011032022.1;Parent=gene-MM_RS00350;Dbxref=GenBank:WP_011032022.1,GeneID:1478410;Name=WP_011032022.1;Ontology_term=GO:0016787;gbkey=CDS;go_function=hydrolase activity|0016787||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032022.1;locus_tag=MM_RS00350;product=hydantoinase/oxoprolinase family protein;protein_id=WP_011032022.1;transl_table=11	156.25	259.1928571428571	87.58333333333334	102.08333333333334	139.180375167993	0.226065302883644	0.231461286046476	0.976687318838502	0.328723975114646	0.592267830282933
sense	NC_003901.1	Protein Homology	CDS	93523	94458	.	-	0	ID=cds-WP_011032023.1;Parent=gene-MM_RS00355;Dbxref=GenBank:WP_011032023.1,GeneID:1478411;Name=WP_011032023.1;Ontology_term=GO:0015293;gbkey=CDS;go_function=symporter activity|0015293||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032023.1;locus_tag=MM_RS00355;product=bile acid:sodium symporter family protein;protein_id=WP_011032023.1;transl_table=11	6105.333333333333	7822.033333333333	3447.3333333333335	4652.533333333333	5249.6593151262	-0.0400082706624528	0.14281778515304	-0.280135072950339	0.779373877181056	0.902285886485595
sense	NC_003901.1	Protein Homology	CDS	94881	95573	.	+	0	ID=cds-WP_015410842.1;Parent=gene-MM_RS00360;Dbxref=GenBank:WP_015410842.1,GeneID:1478412;Name=WP_015410842.1;Ontology_term=GO:0003723;gbkey=CDS;go_function=RNA binding|0003723||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410842.1;locus_tag=MM_RS00360;product=S4 domain-containing protein;protein_id=WP_015410842.1;transl_table=11	230.5	333.5	161.5	207.83333333333331	226.128835737817	-0.204194365352367	0.200340649443075	-1.01923581619609	0.308091026790297	0.571081118364373
sense	NC_003901.1	Protein Homology	CDS	95590	96258	.	+	0	ID=cds-WP_011032025.1;Parent=gene-MM_RS00365;Dbxref=GenBank:WP_011032025.1,GeneID:1478413;Name=WP_011032025.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032025.1;locus_tag=MM_RS00365;product=DUF2119 domain-containing protein;protein_id=WP_011032025.1;transl_table=11	55.45	99.08333333333334	22.25	47.25	49.4786490274171	0.258438939498318	0.288178982149101	0.896800098227166	0.369825595553647	0.633456161459378
sense	NC_003901.1	Protein Homology	CDS	96455	98092	.	-	0	ID=cds-WP_048045829.1;Parent=gene-MM_RS00370;Dbxref=GenBank:WP_048045829.1,GeneID:1478414;Name=WP_048045829.1;Ontology_term=GO:0016887,GO:0140662;gbkey=CDS;gene=thsA;go_function=ATP hydrolysis activity|0016887||IEA,ATP-dependent protein folding chaperone|0140662||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410844.1;locus_tag=MM_RS00370;product=thermosome subunit alpha;protein_id=WP_048045829.1;transl_table=11	774.9444444444445	1251.1666666666667	747.5	1347.25	1037.16108091422	-0.793208751963989	0.161605853722288	-4.90829220411212	9.18729016724199e-07	2.87176908776048e-05
sense	NC_003901.1	Protein Homology	CDS	98569	99273	.	-	0	ID=cds-WP_011032027.1;Parent=gene-MM_RS00375;Dbxref=GenBank:WP_011032027.1,GeneID:1478415;Name=WP_011032027.1;Ontology_term=GO:0006098,GO:0004751;gbkey=CDS;gene=rpiA;go_function=ribose-5-phosphate isomerase activity|0004751||IEA;go_process=pentose-phosphate shunt|0006098||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032027.1;locus_tag=MM_RS00375;product=ribose 5-phosphate isomerase A;protein_id=WP_011032027.1;transl_table=11	427.97619047619054	615.6190476190475	135.5	254.47619047619048	315.928314000569	0.570624065529959	0.186700364037058	3.05636289716444	0.00224039915052998	0.0196762547751983
sense	NC_003901.1	Protein Homology	CDS	99386	100720	.	-	0	ID=cds-WP_011032028.1;Parent=gene-MM_RS00380;Dbxref=GenBank:WP_011032028.1,GeneID:1478416;Name=WP_011032028.1;Ontology_term=GO:0006422,GO:0000166,GO:0003676,GO:0004815,GO:0005524;gbkey=CDS;gene=aspS;go_function=nucleotide binding|0000166||IEA,nucleic acid binding|0003676||IEA,aspartate-tRNA ligase activity|0004815||IEA,ATP binding|0005524||IEA;go_process=aspartyl-tRNA aminoacylation|0006422||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011308097.1;locus_tag=MM_RS00380;product=aspartate--tRNA(Asn) ligase;protein_id=WP_011032028.1;transl_table=11	481.0357142857143	703.0	258.8333333333333	390.0	428.562845664694	0.0449651576357352	0.171668583679407	0.261930032111806	0.793375385419622	0.909082477498952
sense	NC_003901.1	Protein Homology	CDS	101238	101648	.	+	0	ID=cds-WP_048037492.1;Parent=gene-MM_RS00385;Dbxref=GenBank:WP_048037492.1,GeneID:1478417;Name=WP_048037492.1;Ontology_term=GO:0005507,GO:0009055;gbkey=CDS;go_function=copper ion binding|0005507||IEA,electron transfer activity|0009055||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410847.1;locus_tag=MM_RS00385;product=plastocyanin/azurin family copper-binding protein;protein_id=WP_048037492.1;transl_table=11	537.5	680.0	300.05555555555554	363.7	447.37611883906	0.0372120774624934	0.180382222322618	0.206295703552974	0.836559934425493	0.928594441087786
sense	NC_003901.1	Protein Homology	CDS	101875	102135	.	+	0	ID=cds-WP_011032030.1;Parent=gene-MM_RS00390;Dbxref=GenBank:WP_011032030.1,GeneID:1478418;Name=WP_011032030.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032030.1;locus_tag=MM_RS00390;product=hypothetical protein;protein_id=WP_011032030.1;transl_table=11	80.25	145.0	82.5	128.5	108.689545085602	-0.606537441674855	0.240663014515242	-2.52027692288563	0.011726253986666	0.0679048213929047
sense	NC_003901.1	Protein Homology	CDS	102789	103499	.	+	0	ID=cds-WP_230625189.1;Parent=gene-MM_RS00395;Dbxref=GenBank:WP_230625189.1,GeneID:1478419;Name=WP_230625189.1;Ontology_term=GO:0042578,GO:0046872;gbkey=CDS;go_function=phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011021690.1;locus_tag=MM_RS00395;product=metallophosphoesterase family protein;protein_id=WP_230625189.1;transl_table=11	97.78095238095236	130.84285714285716	36.5	82.33333333333334	79.0445834317198	0.151147945914845	0.260074071679506	0.581172682608313	0.561124076742427	0.781701939382292
sense	NC_003901.1	Protein Homology	CDS	103957	104670	.	-	0	ID=cds-WP_310892347.1;Parent=gene-MM_RS00400;Dbxref=GenBank:WP_310892347.1,GeneID:1478420;Name=WP_310892347.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF012383.5;locus_tag=MM_RS00400;product=phosphoribosyltransferase;protein_id=WP_310892347.1;transl_table=11	45.0	61.5	25.333333333333332	55.7	44.9678788386566	-0.261946004399505	0.290747512243812	-0.90093979610682	0.367620330453447	NA
